"Institusjonskode";"Institusjonsnavn";"Avdelingskode";"Avdelingsnavn";"Årstall";"Semester";"Semesternavn";"Studentkategori";"Kategoritekst";"Antall totalt";"Antall kvinner";"Antall menn"
"1120";"Universitetet i Bergen";"210810";"Institutt for sammenliknende politikk";"2019";"1";"Vår";"S";"Studenter";"586";"300";"286"
"1120";"Universitetet i Bergen";"210810";"Institutt for sammenliknende politikk";"2020";"1";"Vår";"S";"Studenter";"634";"332";"302"
"1120";"Universitetet i Bergen";"210815";"Institutt for administrasjon og organisasjonsvitenskap";"2020";"1";"Vår";"S";"Studenter";"367";"204";"163"
"1120";"Universitetet i Bergen";"210815";"Institutt for administrasjon og organisasjonsvitenskap";"2019";"1";"Vår";"S";"Studenter";"342";"195";"147"
"1120";"Universitetet i Bergen";"210815";"Institutt for administrasjon og organisasjonsvitenskap";"2019";"3";"Høst";"S";"Studenter";"408";"222";"186"
"1120";"Universitetet i Bergen";"210830";"Sosiologisk institutt";"2019";"1";"Vår";"S";"Studenter";"337";"243";"94"
"1120";"Universitetet i Bergen";"210830";"Sosiologisk institutt";"2019";"3";"Høst";"S";"Studenter";"367";"257";"110"
"1120";"Universitetet i Bergen";"210830";"Sosiologisk institutt";"2020";"1";"Vår";"S";"Studenter";"336";"237";"99"
"1120";"Universitetet i Bergen";"210880";"Institutt for sosialantropologi";"2019";"1";"Vår";"S";"Studenter";"282";"222";"60"
"1120";"Universitetet i Bergen";"210880";"Institutt for sosialantropologi";"2020";"1";"Vår";"S";"Studenter";"274";"219";"55"
"1120";"Universitetet i Bergen";"210880";"Institutt for sosialantropologi";"2019";"3";"Høst";"S";"Studenter";"303";"230";"73"
"1120";"Universitetet i Bergen";"220000";"Det humanistiske fakultet";"2020";"1";"Vår";"S";"Studenter";"380";"234";"146"
"1120";"Universitetet i Bergen";"220000";"Det humanistiske fakultet";"2019";"1";"Vår";"S";"Studenter";"287";"194";"93"
"1120";"Universitetet i Bergen";"220000";"Det humanistiske fakultet";"2019";"3";"Høst";"S";"Studenter";"348";"226";"122"
"1120";"Universitetet i Bergen";"220420";"Institutt for arkeologi, historie, kultur og religionsvitenskap";"2019";"1";"Vår";"S";"Studenter";"827";"369";"458"
"1120";"Universitetet i Bergen";"220420";"Institutt for arkeologi, historie, kultur og religionsvitenskap";"2020";"1";"Vår";"S";"Studenter";"837";"387";"450"
"1120";"Universitetet i Bergen";"220420";"Institutt for arkeologi, historie, kultur og religionsvitenskap";"2019";"3";"Høst";"S";"Studenter";"953";"432";"521"
"1120";"Universitetet i Bergen";"220430";"Institutt for lingvistiske, litterære og estetiske studium";"2019";"3";"Høst";"S";"Studenter";"1262";"812";"450"
"1120";"Universitetet i Bergen";"220430";"Institutt for lingvistiske, litterære og estetiske studium";"2020";"1";"Vår";"S";"Studenter";"1191";"778";"413"
"1120";"Universitetet i Bergen";"220430";"Institutt for lingvistiske, litterære og estetiske studium";"2019";"1";"Vår";"P";"Personer uten studierett";"0";"0";"0"
"1120";"Universitetet i Bergen";"220430";"Institutt for lingvistiske, litterære og estetiske studium";"2019";"1";"Vår";"S";"Studenter";"1154";"764";"390"
"1120";"Universitetet i Bergen";"220440";"Institutt for fremmedspråk";"2019";"1";"Vår";"S";"Studenter";"774";"482";"292"
"1120";"Universitetet i Bergen";"220440";"Institutt for fremmedspråk";"2020";"1";"Vår";"S";"Studenter";"767";"498";"269"
"1120";"Universitetet i Bergen";"220440";"Institutt for fremmedspråk";"2019";"3";"Høst";"S";"Studenter";"887";"569";"318"
"1120";"Universitetet i Bergen";"220450";"Institutt for filosofi og førstesemesterstudium";"2019";"3";"Høst";"S";"Studenter";"187";"57";"130"
"1120";"Universitetet i Bergen";"220450";"Institutt for filosofi og førstesemesterstudium";"2020";"1";"Vår";"S";"Studenter";"153";"45";"108"
"1120";"Universitetet i Bergen";"220450";"Institutt for filosofi og førstesemesterstudium";"2019";"1";"Vår";"S";"Studenter";"144";"46";"98"
"1120";"Universitetet i Bergen";"220890";"Senter for kvinne- og kjønnsforskning";"2019";"1";"Vår";"S";"Studenter";"69";"63";"6"
"1120";"Universitetet i Bergen";"220890";"Senter for kvinne- og kjønnsforskning";"2019";"3";"Høst";"S";"Studenter";"72";"66";"6"
"1120";"Universitetet i Bergen";"220890";"Senter for kvinne- og kjønnsforskning";"2020";"1";"Vår";"S";"Studenter";"51";"47";"4"
"1120";"Universitetet i Bergen";"230000";"Det juridiske fakultet";"2020";"1";"Vår";"S";"Studenter";"2278";"1503";"775"
"1120";"Universitetet i Bergen";"230000";"Det juridiske fakultet";"2019";"1";"Vår";"S";"Studenter";"2257";"1450";"807"
"1120";"Universitetet i Bergen";"230000";"Det juridiske fakultet";"2019";"3";"Høst";"S";"Studenter";"2508";"1655";"853"
"1120";"Universitetet i Bergen";"250000";"Det medisinske fakultet";"2019";"3";"Høst";"S";"Studenter";"2193";"1646";"547"
"1120";"Universitetet i Bergen";"250000";"Det medisinske fakultet";"2019";"1";"Vår";"S";"Studenter";"2060";"1513";"547"
"1120";"Universitetet i Bergen";"250000";"Det medisinske fakultet";"2020";"1";"Vår";"S";"Studenter";"2067";"1533";"534"
"1120";"Universitetet i Bergen";"250770";"Institutt for global helse og samfunnsmedisin";"2020";"1";"Vår";"S";"Studenter";"59";"48";"11"
"1120";"Universitetet i Bergen";"250770";"Institutt for global helse og samfunnsmedisin";"2019";"1";"Vår";"S";"Studenter";"12";"8";"4"
"1120";"Universitetet i Bergen";"260000";"Det matematisk-naturvitenskapelige fakultet";"2019";"3";"Høst";"S";"Studenter";"521";"241";"280"
"1120";"Universitetet i Bergen";"260000";"Det matematisk-naturvitenskapelige fakultet";"2019";"1";"Vår";"S";"Studenter";"372";"181";"191"
"1120";"Universitetet i Bergen";"260000";"Det matematisk-naturvitenskapelige fakultet";"2020";"1";"Vår";"S";"Studenter";"426";"199";"227"
"1120";"Universitetet i Bergen";"260210";"Matematisk institutt";"2020";"1";"Vår";"S";"Studenter";"413";"192";"221"
"1120";"Universitetet i Bergen";"260210";"Matematisk institutt";"2019";"1";"Vår";"S";"Studenter";"441";"205";"236"
"1120";"Universitetet i Bergen";"260210";"Matematisk institutt";"2019";"3";"Høst";"S";"Studenter";"428";"201";"227"
"1120";"Universitetet i Bergen";"260220";"Institutt for informatikk";"2019";"3";"Høst";"S";"Studenter";"774";"137";"637"
"1120";"Universitetet i Bergen";"260220";"Institutt for informatikk";"2019";"1";"Vår";"S";"Studenter";"566";"82";"484"
"1120";"Universitetet i Bergen";"260220";"Institutt for informatikk";"2020";"1";"Vår";"S";"Studenter";"722";"131";"591"
"1120";"Universitetet i Bergen";"260250";"Institutt for fysikk og teknologi";"2020";"1";"Vår";"S";"Studenter";"275";"72";"203"
"1120";"Universitetet i Bergen";"260250";"Institutt for fysikk og teknologi";"2019";"1";"Vår";"S";"Studenter";"277";"68";"209"
"1120";"Universitetet i Bergen";"260250";"Institutt for fysikk og teknologi";"2019";"3";"Høst";"S";"Studenter";"307";"80";"227"
"1120";"Universitetet i Bergen";"260260";"Kjemisk institutt";"2019";"1";"Vår";"S";"Studenter";"219";"101";"118"
"1120";"Universitetet i Bergen";"260260";"Kjemisk institutt";"2019";"3";"Høst";"S";"Studenter";"243";"113";"130"
"1120";"Universitetet i Bergen";"260260";"Kjemisk institutt";"2020";"1";"Vår";"S";"Studenter";"215";"97";"118"
"1120";"Universitetet i Bergen";"260420";"Institutt for geovitenskap";"2020";"1";"Vår";"S";"Studenter";"183";"97";"86"
"1120";"Universitetet i Bergen";"260420";"Institutt for geovitenskap";"2019";"1";"Vår";"S";"Studenter";"214";"117";"97"
"1120";"Universitetet i Bergen";"260420";"Institutt for geovitenskap";"2019";"3";"Høst";"S";"Studenter";"201";"106";"95"
"1120";"Universitetet i Bergen";"260470";"Geofysisk institutt";"2019";"3";"Høst";"S";"Studenter";"169";"76";"93"
"1120";"Universitetet i Bergen";"260470";"Geofysisk institutt";"2019";"1";"Vår";"S";"Studenter";"135";"68";"67"
"1120";"Universitetet i Bergen";"260470";"Geofysisk institutt";"2020";"1";"Vår";"S";"Studenter";"154";"68";"86"
"1120";"Universitetet i Bergen";"260600";"Institutt for biologi";"2019";"1";"Vår";"S";"Studenter";"649";"401";"248"
"1120";"Universitetet i Bergen";"260600";"Institutt for biologi";"2020";"1";"Vår";"S";"Studenter";"610";"393";"217"
"1120";"Universitetet i Bergen";"260600";"Institutt for biologi";"2019";"3";"Høst";"S";"Studenter";"659";"419";"240"
"1120";"Universitetet i Bergen";"270000";"Det psykologiske fakultet";"2019";"3";"Høst";"S";"Studenter";"822";"653";"169"
"1120";"Universitetet i Bergen";"270000";"Det psykologiske fakultet";"2019";"1";"Vår";"S";"Studenter";"790";"605";"185"
"1120";"Universitetet i Bergen";"270000";"Det psykologiske fakultet";"2020";"1";"Vår";"S";"Studenter";"830";"652";"178"
"1120";"Universitetet i Bergen";"270610";"Institutt for biologisk og medisinsk psykologi";"2020";"1";"Vår";"S";"Studenter";"44";"41";"3"
"1120";"Universitetet i Bergen";"270610";"Institutt for biologisk og medisinsk psykologi";"2019";"1";"Vår";"S";"Studenter";"45";"0";"0"
"1120";"Universitetet i Bergen";"270610";"Institutt for biologisk og medisinsk psykologi";"2019";"3";"Høst";"S";"Studenter";"48";"45";"3"
"1120";"Universitetet i Bergen";"270640";"Institutt for samfunnspsykologi";"2019";"3";"Høst";"S";"Studenter";"779";"576";"203"
"1120";"Universitetet i Bergen";"270640";"Institutt for samfunnspsykologi";"2019";"1";"Vår";"S";"Studenter";"630";"490";"140"
"1120";"Universitetet i Bergen";"270640";"Institutt for samfunnspsykologi";"2019";"1";"Vår";"P";"Personer uten studierett";"65";"54";"11"
"1120";"Universitetet i Bergen";"270640";"Institutt for samfunnspsykologi";"2020";"1";"Vår";"P";"Personer uten studierett";"34";"0";"0"
"1120";"Universitetet i Bergen";"270640";"Institutt for samfunnspsykologi";"2019";"3";"Høst";"P";"Personer uten studierett";"50";"40";"10"
"1120";"Universitetet i Bergen";"270640";"Institutt for samfunnspsykologi";"2020";"1";"Vår";"S";"Studenter";"700";"546";"154"
"1120";"Universitetet i Bergen";"270690";"Institutt for pedagogikk";"2020";"1";"Vår";"S";"Studenter";"375";"290";"85"
"1120";"Universitetet i Bergen";"270690";"Institutt for pedagogikk";"2019";"1";"Vår";"S";"Studenter";"559";"388";"171"
"1120";"Universitetet i Bergen";"270690";"Institutt for pedagogikk";"2019";"3";"Høst";"S";"Studenter";"408";"319";"89"
"1120";"Universitetet i Bergen";"270950";"Hemil-senteret";"2019";"3";"Høst";"S";"Studenter";"145";"120";"25"
"1120";"Universitetet i Bergen";"270950";"Hemil-senteret";"2019";"1";"Vår";"S";"Studenter";"137";"120";"17"
"1120";"Universitetet i Bergen";"270950";"Hemil-senteret";"2020";"1";"Vår";"S";"Studenter";"132";"112";"20"
"1120";"Universitetet i Bergen";"280000";"Fakultet for Kunst, Musikk og Design";"2020";"1";"Vår";"S";"Studenter";"28";"21";"7"
"1120";"Universitetet i Bergen";"280000";"Fakultet for Kunst, Musikk og Design";"2019";"1";"Vår";"S";"Studenter";"36";"27";"9"
"1120";"Universitetet i Bergen";"280000";"Fakultet for Kunst, Musikk og Design";"2019";"3";"Høst";"S";"Studenter";"26";"16";"10"
"1120";"Universitetet i Bergen";"280210";"Institutt for kunst";"2019";"3";"Høst";"S";"Studenter";"189";"124";"65"
"1120";"Universitetet i Bergen";"280210";"Institutt for kunst";"2019";"1";"Vår";"S";"Studenter";"175";"112";"63"
"1120";"Universitetet i Bergen";"280210";"Institutt for kunst";"2020";"1";"Vår";"S";"Studenter";"187";"124";"63"
"1120";"Universitetet i Bergen";"280220";"Institutt for design";"2020";"1";"Vår";"S";"Studenter";"162";"129";"33"
"1120";"Universitetet i Bergen";"280220";"Institutt for design";"2019";"1";"Vår";"S";"Studenter";"192";"152";"40"
"1120";"Universitetet i Bergen";"280220";"Institutt for design";"2019";"3";"Høst";"S";"Studenter";"160";"128";"32"
"1120";"Universitetet i Bergen";"280230";"Griegakademiet - Institutt for musikk";"2019";"3";"Høst";"S";"Studenter";"249";"108";"141"
"1120";"Universitetet i Bergen";"280230";"Griegakademiet - Institutt for musikk";"2020";"1";"Vår";"S";"Studenter";"232";"105";"127"
"1120";"Universitetet i Bergen";"280230";"Griegakademiet - Institutt for musikk";"2019";"1";"Vår";"S";"Studenter";"235";"98";"137"
"1130";"Universitetet i Tromsø - Norges arktiske universitet";"000000";"UiT (uspesifisert underenhet)";"2019";"1";"Vår";"S";"Studenter";"1120";"659";"461"
"1130";"Universitetet i Tromsø - Norges arktiske universitet";"000000";"UiT (uspesifisert underenhet)";"2020";"1";"Vår";"P";"Personer uten studierett";"0";"0";"0"
"1130";"Universitetet i Tromsø - Norges arktiske universitet";"000000";"UiT (uspesifisert underenhet)";"2019";"1";"Vår";"P";"Personer uten studierett";"0";"0";"0"
"1130";"Universitetet i Tromsø - Norges arktiske universitet";"000000";"UiT (uspesifisert underenhet)";"2019";"3";"Høst";"P";"Personer uten studierett";"0";"0";"0"
"1130";"Universitetet i Tromsø - Norges arktiske universitet";"000000";"UiT (uspesifisert underenhet)";"2020";"1";"Vår";"S";"Studenter";"1235";"764";"471"
"1130";"Universitetet i Tromsø - Norges arktiske universitet";"000000";"UiT (uspesifisert underenhet)";"2019";"3";"Høst";"S";"Studenter";"1319";"801";"518"
"1130";"Universitetet i Tromsø - Norges arktiske universitet";"510000";"Det helsevitenskapelige fakultet";"2019";"3";"Høst";"S";"Studenter";"739";"517";"222"
"1130";"Universitetet i Tromsø - Norges arktiske universitet";"510000";"Det helsevitenskapelige fakultet";"2020";"1";"Vår";"S";"Studenter";"751";"530";"221"
"1130";"Universitetet i Tromsø - Norges arktiske universitet";"510000";"Det helsevitenskapelige fakultet";"2019";"1";"Vår";"S";"Studenter";"660";"443";"217"
"1130";"Universitetet i Tromsø - Norges arktiske universitet";"510210";"Institutt for medisinsk biologi";"2019";"1";"Vår";"S";"Studenter";"186";"129";"57"
"1130";"Universitetet i Tromsø - Norges arktiske universitet";"510210";"Institutt for medisinsk biologi";"2019";"3";"Høst";"S";"Studenter";"186";"134";"52"
"1130";"Universitetet i Tromsø - Norges arktiske universitet";"510210";"Institutt for medisinsk biologi";"2020";"1";"Vår";"S";"Studenter";"167";"121";"46"
"1130";"Universitetet i Tromsø - Norges arktiske universitet";"510220";"Institutt for samfunnsmedisin";"2019";"1";"Vår";"S";"Studenter";"76";"57";"19"
"1130";"Universitetet i Tromsø - Norges arktiske universitet";"510220";"Institutt for samfunnsmedisin";"2019";"3";"Høst";"S";"Studenter";"96";"75";"21"
"1130";"Universitetet i Tromsø - Norges arktiske universitet";"510220";"Institutt for samfunnsmedisin";"2020";"1";"Vår";"S";"Studenter";"92";"69";"23"
"1130";"Universitetet i Tromsø - Norges arktiske universitet";"510230";"Institutt for klinisk medisin";"2020";"1";"Vår";"S";"Studenter";"56";"34";"22"
"1130";"Universitetet i Tromsø - Norges arktiske universitet";"510230";"Institutt for klinisk medisin";"2019";"1";"Vår";"S";"Studenter";"45";"25";"20"
"1130";"Universitetet i Tromsø - Norges arktiske universitet";"510230";"Institutt for klinisk medisin";"2019";"3";"Høst";"S";"Studenter";"65";"42";"23"
"1130";"Universitetet i Tromsø - Norges arktiske universitet";"510240";"Institutt for farmasi";"2019";"3";"Høst";"S";"Studenter";"226";"159";"67"
"1130";"Universitetet i Tromsø - Norges arktiske universitet";"510240";"Institutt for farmasi";"2019";"1";"Vår";"S";"Studenter";"214";"151";"63"
"1130";"Universitetet i Tromsø - Norges arktiske universitet";"510240";"Institutt for farmasi";"2020";"1";"Vår";"S";"Studenter";"208";"149";"59"
"1130";"Universitetet i Tromsø - Norges arktiske universitet";"510250";"Institutt for klinisk odontologi";"2020";"1";"Vår";"S";"Studenter";"208";"158";"50"
"1130";"Universitetet i Tromsø - Norges arktiske universitet";"510250";"Institutt for klinisk odontologi";"2019";"1";"Vår";"S";"Studenter";"220";"175";"45"
"1130";"Universitetet i Tromsø - Norges arktiske universitet";"510250";"Institutt for klinisk odontologi";"2019";"3";"Høst";"S";"Studenter";"219";"168";"51"
"1130";"Universitetet i Tromsø - Norges arktiske universitet";"510260";"Institutt for psykologi";"2019";"3";"Høst";"S";"Studenter";"600";"426";"174"
"1130";"Universitetet i Tromsø - Norges arktiske universitet";"510260";"Institutt for psykologi";"2019";"1";"Vår";"S";"Studenter";"595";"443";"152"
"1130";"Universitetet i Tromsø - Norges arktiske universitet";"510260";"Institutt for psykologi";"2020";"1";"Vår";"S";"Studenter";"566";"398";"168"
"1130";"Universitetet i Tromsø - Norges arktiske universitet";"510270";"Institutt for helse- og omsorgsfag";"2020";"1";"Vår";"S";"Studenter";"1747";"1456";"291"
"1130";"Universitetet i Tromsø - Norges arktiske universitet";"510270";"Institutt for helse- og omsorgsfag";"2019";"3";"Høst";"P";"Personer uten studierett";"3";"0";"0"
