"Institusjonskode";"Institusjonsnavn";"Avdelingskode";"Avdelingsnavn";"Årstall";"Semester";"Semesternavn";"Studentkategori";"Kategoritekst";"Antall totalt";"Antall kvinner";"Antall menn"
"1176";"Universitetet i Sørøst-Norge";"630500";"Institutt for mikrosystemer";"2019";"3";"Høst";"S";"Studenter";"415";"88";"327"
"1176";"Universitetet i Sørøst-Norge";"630500";"Institutt for mikrosystemer";"2019";"1";"Vår";"S";"Studenter";"342";"64";"278"
"1176";"Universitetet i Sørøst-Norge";"630600";"Institutt for maritime operasjoner";"2019";"1";"Vår";"S";"Studenter";"398";"75";"323"
"1176";"Universitetet i Sørøst-Norge";"630600";"Institutt for maritime operasjoner";"2020";"1";"Vår";"S";"Studenter";"425";"89";"336"
"1176";"Universitetet i Sørøst-Norge";"630600";"Institutt for maritime operasjoner";"2019";"3";"Høst";"P";"Personer uten studierett";"3";"0";"0"
"1176";"Universitetet i Sørøst-Norge";"630600";"Institutt for maritime operasjoner";"2019";"3";"Høst";"S";"Studenter";"493";"106";"387"
"1176";"Universitetet i Sørøst-Norge";"630700";"Institutt for realfag og industrisystemer";"2019";"3";"Høst";"S";"Studenter";"468";"71";"397"
"1176";"Universitetet i Sørøst-Norge";"630700";"Institutt for realfag og industrisystemer";"2019";"3";"Høst";"P";"Personer uten studierett";"3";"0";"0"
"1176";"Universitetet i Sørøst-Norge";"630700";"Institutt for realfag og industrisystemer";"2020";"1";"Vår";"A";"Andre";"80";"16";"64"
"1176";"Universitetet i Sørøst-Norge";"630700";"Institutt for realfag og industrisystemer";"2019";"1";"Vår";"A";"Andre";"65";"9";"56"
"1176";"Universitetet i Sørøst-Norge";"630700";"Institutt for realfag og industrisystemer";"2019";"3";"Høst";"A";"Andre";"93";"17";"76"
"1176";"Universitetet i Sørøst-Norge";"630700";"Institutt for realfag og industrisystemer";"2020";"1";"Vår";"S";"Studenter";"431";"63";"368"
"1176";"Universitetet i Sørøst-Norge";"630700";"Institutt for realfag og industrisystemer";"2019";"1";"Vår";"S";"Studenter";"436";"71";"365"
"1176";"Universitetet i Sørøst-Norge";"630900";"EVU - Fakultet for teknologi, naturvitenskap og maritime fag";"2019";"1";"Vår";"S";"Studenter";"60";"11";"49"
"1176";"Universitetet i Sørøst-Norge";"630900";"EVU - Fakultet for teknologi, naturvitenskap og maritime fag";"2020";"1";"Vår";"S";"Studenter";"66";"30";"36"
"1176";"Universitetet i Sørøst-Norge";"630900";"EVU - Fakultet for teknologi, naturvitenskap og maritime fag";"2019";"1";"Vår";"A";"Andre";"3";"0";"0"
"1176";"Universitetet i Sørøst-Norge";"630900";"EVU - Fakultet for teknologi, naturvitenskap og maritime fag";"2019";"1";"Vår";"P";"Personer uten studierett";"6";"0";"0"
"1176";"Universitetet i Sørøst-Norge";"630900";"EVU - Fakultet for teknologi, naturvitenskap og maritime fag";"2020";"1";"Vår";"P";"Personer uten studierett";"3";"0";"0"
"1176";"Universitetet i Sørøst-Norge";"630900";"EVU - Fakultet for teknologi, naturvitenskap og maritime fag";"2019";"3";"Høst";"S";"Studenter";"97";"44";"53"
"1176";"Universitetet i Sørøst-Norge";"640000";"Fakultet for humaniora, idretts- og utdanningsvitenskap";"2019";"3";"Høst";"S";"Studenter";"2620";"2000";"620"
"1176";"Universitetet i Sørøst-Norge";"640000";"Fakultet for humaniora, idretts- og utdanningsvitenskap";"2019";"3";"Høst";"P";"Personer uten studierett";"15";"12";"3"
"1176";"Universitetet i Sørøst-Norge";"640000";"Fakultet for humaniora, idretts- og utdanningsvitenskap";"2019";"1";"Vår";"S";"Studenter";"2740";"2059";"681"
"1176";"Universitetet i Sørøst-Norge";"640000";"Fakultet for humaniora, idretts- og utdanningsvitenskap";"2020";"1";"Vår";"S";"Studenter";"2443";"1882";"561"
"1176";"Universitetet i Sørøst-Norge";"640200";"Institutt for matematikk og naturfag";"2019";"1";"Vår";"S";"Studenter";"19";"12";"7"
"1176";"Universitetet i Sørøst-Norge";"640200";"Institutt for matematikk og naturfag";"2020";"1";"Vår";"S";"Studenter";"4";"0";"0"
"1176";"Universitetet i Sørøst-Norge";"640200";"Institutt for matematikk og naturfag";"2019";"3";"Høst";"S";"Studenter";"9";"0";"0"
"1176";"Universitetet i Sørøst-Norge";"640300";"Institutt for språk og litteratur";"2019";"3";"Høst";"S";"Studenter";"577";"435";"142"
"1176";"Universitetet i Sørøst-Norge";"640300";"Institutt for språk og litteratur";"2020";"1";"Vår";"S";"Studenter";"455";"334";"121"
"1176";"Universitetet i Sørøst-Norge";"640300";"Institutt for språk og litteratur";"2019";"3";"Høst";"P";"Personer uten studierett";"6";"0";"0"
"1176";"Universitetet i Sørøst-Norge";"640300";"Institutt for språk og litteratur";"2019";"1";"Vår";"S";"Studenter";"466";"338";"128"
"1176";"Universitetet i Sørøst-Norge";"640400";"Institutt for kultur, religion og samfunnsfag";"2019";"1";"Vår";"S";"Studenter";"373";"287";"86"
"1176";"Universitetet i Sørøst-Norge";"640400";"Institutt for kultur, religion og samfunnsfag";"2019";"3";"Høst";"P";"Personer uten studierett";"6";"0";"0"
"1176";"Universitetet i Sørøst-Norge";"640400";"Institutt for kultur, religion og samfunnsfag";"2020";"1";"Vår";"S";"Studenter";"403";"302";"101"
"1176";"Universitetet i Sørøst-Norge";"640400";"Institutt for kultur, religion og samfunnsfag";"2019";"3";"Høst";"S";"Studenter";"442";"334";"108"
"1176";"Universitetet i Sørøst-Norge";"640500";"Institutt for friluftsliv, idretts og kroppsøving";"2019";"3";"Høst";"S";"Studenter";"660";"258";"402"
"1176";"Universitetet i Sørøst-Norge";"640500";"Institutt for friluftsliv, idretts og kroppsøving";"2020";"1";"Vår";"S";"Studenter";"603";"241";"362"
"1176";"Universitetet i Sørøst-Norge";"640500";"Institutt for friluftsliv, idretts og kroppsøving";"2019";"3";"Høst";"P";"Personer uten studierett";"0";"0";"0"
"1176";"Universitetet i Sørøst-Norge";"640500";"Institutt for friluftsliv, idretts og kroppsøving";"2019";"1";"Vår";"S";"Studenter";"627";"253";"374"
"1176";"Universitetet i Sørøst-Norge";"640600";"Institutt for estetiske fag";"2019";"1";"Vår";"S";"Studenter";"330";"249";"81"
"1176";"Universitetet i Sørøst-Norge";"640600";"Institutt for estetiske fag";"2019";"3";"Høst";"P";"Personer uten studierett";"0";"0";"0"
"1176";"Universitetet i Sørøst-Norge";"640600";"Institutt for estetiske fag";"2020";"1";"Vår";"S";"Studenter";"307";"228";"79"
"1176";"Universitetet i Sørøst-Norge";"640600";"Institutt for estetiske fag";"2019";"3";"Høst";"S";"Studenter";"341";"257";"84"
"1176";"Universitetet i Sørøst-Norge";"640700";"Institutt for tradisjonskunst og folkemusikk";"2020";"1";"Vår";"S";"Studenter";"107";"68";"39"
"1176";"Universitetet i Sørøst-Norge";"640700";"Institutt for tradisjonskunst og folkemusikk";"2019";"3";"Høst";"S";"Studenter";"115";"76";"39"
"1176";"Universitetet i Sørøst-Norge";"640700";"Institutt for tradisjonskunst og folkemusikk";"2019";"1";"Vår";"S";"Studenter";"107";"79";"28"
"1176";"Universitetet i Sørøst-Norge";"640800";"Institutt for pedagogikk";"2019";"1";"Vår";"S";"Studenter";"753";"634";"119"
"1176";"Universitetet i Sørøst-Norge";"640800";"Institutt for pedagogikk";"2020";"1";"Vår";"S";"Studenter";"758";"643";"115"
"1176";"Universitetet i Sørøst-Norge";"640800";"Institutt for pedagogikk";"2019";"3";"Høst";"P";"Personer uten studierett";"5";"0";"0"
"1176";"Universitetet i Sørøst-Norge";"640800";"Institutt for pedagogikk";"2019";"1";"Vår";"P";"Personer uten studierett";"10";"7";"3"
"1176";"Universitetet i Sørøst-Norge";"640800";"Institutt for pedagogikk";"2019";"3";"Høst";"S";"Studenter";"813";"685";"128"
"1176";"Universitetet i Sørøst-Norge";"640900";"EVU - Fakultet for humaniora, idretts- og utdanningsvitenskap";"2019";"3";"Høst";"S";"Studenter";"1355";"1034";"321"
"1176";"Universitetet i Sørøst-Norge";"640900";"EVU - Fakultet for humaniora, idretts- og utdanningsvitenskap";"2020";"1";"Vår";"P";"Personer uten studierett";"0";"0";"0"
"1176";"Universitetet i Sørøst-Norge";"640900";"EVU - Fakultet for humaniora, idretts- og utdanningsvitenskap";"2019";"3";"Høst";"P";"Personer uten studierett";"4";"0";"0"
"1176";"Universitetet i Sørøst-Norge";"640900";"EVU - Fakultet for humaniora, idretts- og utdanningsvitenskap";"2019";"1";"Vår";"P";"Personer uten studierett";"0";"0";"0"
"1176";"Universitetet i Sørøst-Norge";"640900";"EVU - Fakultet for humaniora, idretts- og utdanningsvitenskap";"2020";"1";"Vår";"S";"Studenter";"1286";"977";"309"
"1176";"Universitetet i Sørøst-Norge";"640900";"EVU - Fakultet for humaniora, idretts- og utdanningsvitenskap";"2019";"1";"Vår";"S";"Studenter";"1151";"869";"282"
"1210";"Norges musikkhøgskole";"000000";"NMH (uspesifisert underenhet)";"2019";"1";"Vår";"S";"Studenter";"800";"416";"384"
"1210";"Norges musikkhøgskole";"000000";"NMH (uspesifisert underenhet)";"2020";"1";"Vår";"S";"Studenter";"757";"376";"381"
"1210";"Norges musikkhøgskole";"000000";"NMH (uspesifisert underenhet)";"2019";"3";"Høst";"S";"Studenter";"779";"383";"396"
"1220";"Arkitektur- og designhøgskolen i Oslo";"000000";"AHO (uspesifisert underenhet)";"2019";"3";"Høst";"S";"Studenter";"726";"401";"325"
"1220";"Arkitektur- og designhøgskolen i Oslo";"000000";"AHO (uspesifisert underenhet)";"2020";"1";"Vår";"S";"Studenter";"639";"361";"278"
"1220";"Arkitektur- og designhøgskolen i Oslo";"000000";"AHO (uspesifisert underenhet)";"2019";"1";"Vår";"S";"Studenter";"648";"354";"294"
"1240";"Norges handelshøyskole";"000000";"NHH (uspesifisert underenhet)";"2019";"3";"Høst";"S";"Studenter";"0";"0";"0"
"1240";"Norges handelshøyskole";"000000";"NHH (uspesifisert underenhet)";"2019";"3";"Høst";"P";"Personer uten studierett";"7";"0";"0"
"1240";"Norges handelshøyskole";"120210";"Studieadministrativ avdeling";"2020";"1";"Vår";"S";"Studenter";"3154";"1231";"1923"
"1240";"Norges handelshøyskole";"120210";"Studieadministrativ avdeling";"2019";"1";"Vår";"S";"Studenter";"3044";"1216";"1828"
"1240";"Norges handelshøyskole";"120210";"Studieadministrativ avdeling";"2019";"3";"Høst";"S";"Studenter";"3453";"1361";"2092"
"1240";"Norges handelshøyskole";"120215";"Avdeling for eksternt rettet virksomhet";"2019";"3";"Høst";"S";"Studenter";"206";"90";"116"
"1240";"Norges handelshøyskole";"120215";"Avdeling for eksternt rettet virksomhet";"2019";"1";"Vår";"S";"Studenter";"196";"78";"118"
"1240";"Norges handelshøyskole";"120215";"Avdeling for eksternt rettet virksomhet";"2020";"1";"Vår";"S";"Studenter";"320";"151";"169"
"1240";"Norges handelshøyskole";"150000";"Institutt for fagspråk og interkulturell kommunikasjon";"2019";"1";"Vår";"S";"Studenter";"4";"0";"0"
"1260";"Norges idrettshøgskole";"000000";"NIH (uspesifisert underenhet)";"2019";"1";"Vår";"S";"Studenter";"550";"242";"308"
"1260";"Norges idrettshøgskole";"000000";"NIH (uspesifisert underenhet)";"2020";"1";"Vår";"S";"Studenter";"479";"218";"261"
"1260";"Norges idrettshøgskole";"000000";"NIH (uspesifisert underenhet)";"2019";"1";"Vår";"P";"Personer uten studierett";"0";"0";"0"
"1260";"Norges idrettshøgskole";"000000";"NIH (uspesifisert underenhet)";"2019";"3";"Høst";"S";"Studenter";"522";"245";"277"
"1260";"Norges idrettshøgskole";"310000";"Institutt for fysisk prestasjonsevne";"2020";"1";"Vår";"S";"Studenter";"20";"0";"0"
"1260";"Norges idrettshøgskole";"310000";"Institutt for fysisk prestasjonsevne";"2019";"1";"Vår";"S";"Studenter";"16";"13";"3"
"1260";"Norges idrettshøgskole";"310000";"Institutt for fysisk prestasjonsevne";"2019";"3";"Høst";"S";"Studenter";"17";"0";"0"
"1260";"Norges idrettshøgskole";"320000";"Seksjon for coaching og psykologi";"2019";"1";"Vår";"S";"Studenter";"42";"22";"20"
"1260";"Norges idrettshøgskole";"320000";"Seksjon for coaching og psykologi";"2020";"1";"Vår";"S";"Studenter";"214";"99";"115"
"1260";"Norges idrettshøgskole";"320000";"Seksjon for coaching og psykologi";"2019";"3";"Høst";"S";"Studenter";"92";"43";"49"
"1260";"Norges idrettshøgskole";"330000";"Seksjon for kultur og samfunn";"2019";"3";"Høst";"S";"Studenter";"128";"60";"68"
"1260";"Norges idrettshøgskole";"330000";"Seksjon for kultur og samfunn";"2019";"1";"Vår";"S";"Studenter";"81";"35";"46"
"1260";"Norges idrettshøgskole";"340000";"Institutt for idrettsmedisinske fag";"2019";"1";"Vår";"S";"Studenter";"109";"72";"37"
"1260";"Norges idrettshøgskole";"340000";"Institutt for idrettsmedisinske fag";"2020";"1";"Vår";"S";"Studenter";"85";"59";"26"
"1260";"Norges idrettshøgskole";"340000";"Institutt for idrettsmedisinske fag";"2019";"3";"Høst";"S";"Studenter";"102";"67";"35"
"1260";"Norges idrettshøgskole";"350000";"Institutt for lærerutdanning og friluftslivsstudier";"2020";"1";"Vår";"S";"Studenter";"289";"134";"155"
"1260";"Norges idrettshøgskole";"350000";"Institutt for lærerutdanning og friluftslivsstudier";"2019";"3";"Høst";"S";"Studenter";"287";"137";"150"
"1260";"Norges idrettshøgskole";"350000";"Institutt for lærerutdanning og friluftslivsstudier";"2019";"1";"Vår";"S";"Studenter";"290";"118";"172"
"1301";"Politihøgskolen";"210000";"Bachelor - politiutdanning";"2019";"3";"Høst";"S";"Studenter";"550";"281";"269"
"1301";"Politihøgskolen";"210000";"Bachelor - politiutdanning";"2020";"1";"Vår";"S";"Studenter";"544";"278";"266"
"1301";"Politihøgskolen";"210100";"PHS Avdeling Oslo";"2020";"1";"Vår";"P";"Personer uten studierett";"4";"0";"0"
"1301";"Politihøgskolen";"210100";"PHS Avdeling Oslo";"2019";"1";"Vår";"P";"Personer uten studierett";"3";"0";"0"
"1301";"Politihøgskolen";"210100";"PHS Avdeling Oslo";"2019";"3";"Høst";"P";"Personer uten studierett";"0";"0";"0"
"1301";"Politihøgskolen";"210100";"PHS Avdeling Oslo";"2019";"3";"Høst";"S";"Studenter";"539";"284";"255"
"1301";"Politihøgskolen";"210100";"PHS Avdeling Oslo";"2019";"1";"Vår";"S";"Studenter";"784";"376";"408"
"1301";"Politihøgskolen";"210100";"PHS Avdeling Oslo";"2020";"1";"Vår";"S";"Studenter";"533";"276";"257"
"1301";"Politihøgskolen";"210200";"PHS Avdeling Bodø";"2020";"1";"Vår";"S";"Studenter";"298";"112";"186"
"1301";"Politihøgskolen";"210200";"PHS Avdeling Bodø";"2019";"1";"Vår";"S";"Studenter";"426";"165";"261"
"1301";"Politihøgskolen";"210200";"PHS Avdeling Bodø";"2019";"3";"Høst";"P";"Personer uten studierett";"0";"0";"0"
"1301";"Politihøgskolen";"210200";"PHS Avdeling Bodø";"2020";"1";"Vår";"P";"Personer uten studierett";"0";"0";"0"
"1301";"Politihøgskolen";"210200";"PHS Avdeling Bodø";"2019";"3";"Høst";"S";"Studenter";"296";"116";"180"
"1301";"Politihøgskolen";"210300";"PHS Avdeling Kongsvinger";"2020";"1";"Vår";"S";"Studenter";"160";"74";"86"
"1301";"Politihøgskolen";"210300";"PHS Avdeling Kongsvinger";"2019";"3";"Høst";"S";"Studenter";"172";"86";"86"
"1301";"Politihøgskolen";"210300";"PHS Avdeling Kongsvinger";"2019";"1";"Vår";"S";"Studenter";"292";"134";"158"
"1301";"Politihøgskolen";"210400";"PHS Avdeling Stavern";"2019";"1";"Vår";"S";"Studenter";"481";"219";"262"
"1301";"Politihøgskolen";"210400";"PHS Avdeling Stavern";"2019";"3";"Høst";"S";"Studenter";"329";"158";"171"
"1301";"Politihøgskolen";"210400";"PHS Avdeling Stavern";"2020";"1";"Vår";"S";"Studenter";"321";"154";"167"
"1301";"Politihøgskolen";"210400";"PHS Avdeling Stavern";"2019";"1";"Vår";"P";"Personer uten studierett";"0";"0";"0"
"1301";"Politihøgskolen";"310000";"Etter- og videreutdanning";"2019";"1";"Vår";"P";"Personer uten studierett";"4";"0";"0"
"1301";"Politihøgskolen";"310000";"Etter- og videreutdanning";"2019";"3";"Høst";"P";"Personer uten studierett";"6";"3";"3"
"1301";"Politihøgskolen";"310000";"Etter- og videreutdanning";"2020";"1";"Vår";"S";"Studenter";"974";"468";"506"
"1301";"Politihøgskolen";"310000";"Etter- og videreutdanning";"2020";"1";"Vår";"P";"Personer uten studierett";"3";"0";"0"
"1301";"Politihøgskolen";"310000";"Etter- og videreutdanning";"2019";"3";"Høst";"S";"Studenter";"983";"458";"525"
"1301";"Politihøgskolen";"310000";"Etter- og videreutdanning";"2019";"1";"Vår";"S";"Studenter";"1018";"414";"604"
"1301";"Politihøgskolen";"320000";"Master i politivitenskap";"2020";"1";"Vår";"S";"Studenter";"100";"54";"46"
"1301";"Politihøgskolen";"320000";"Master i politivitenskap";"2019";"1";"Vår";"S";"Studenter";"61";"26";"35"
"1301";"Politihøgskolen";"320000";"Master i politivitenskap";"2019";"3";"Høst";"S";"Studenter";"66";"37";"29"
"1302";"Kriminalomsorgens høgskole og utdanningssenter KRUS";"000000";"Kriminalomsorgens høgskole og utdanningssenter KRUS";"2019";"3";"Høst";"S";"Studenter";"376";"176";"200"
"1302";"Kriminalomsorgens høgskole og utdanningssenter KRUS";"000000";"Kriminalomsorgens høgskole og utdanningssenter KRUS";"2020";"1";"Vår";"S";"Studenter";"379";"189";"190"
"1302";"Kriminalomsorgens høgskole og utdanningssenter KRUS";"000000";"Kriminalomsorgens høgskole og utdanningssenter KRUS";"2019";"1";"Vår";"S";"Studenter";"455";"212";"243"
"1302";"Kriminalomsorgens høgskole og utdanningssenter KRUS";"000000";"Kriminalomsorgens høgskole og utdanningssenter KRUS";"2019";"1";"Vår";"P";"Personer uten studierett";"0";"0";"0"
"1303";"Forsvarets høyskole";"000000";"Forsvarets høgskole";"2020";"1";"Vår";"S";"Studenter";"101";"17";"84"
"1303";"Forsvarets høyskole";"210000";"Forsvarets høgskole";"2020";"1";"Vår";"S";"Studenter";"170";"26";"144"
"1303";"Forsvarets høyskole";"210000";"Forsvarets høgskole";"2019";"3";"Høst";"S";"Studenter";"374";"75";"299"
"1303";"Forsvarets høyskole";"220000";"Krigsskolen";"2020";"1";"Vår";"S";"Studenter";"139";"13";"126"
"1303";"Forsvarets høyskole";"230000";"Sjøkrigsskolen";"2020";"1";"Vår";"S";"Studenter";"49";"9";"40"
"1303";"Forsvarets høyskole";"240000";"Luftkrigsskolen";"2020";"1";"Vår";"S";"Studenter";"40";"8";"32"
"1303";"Forsvarets høyskole";"250000";"Forsvarets ingeniørhøgskole";"2020";"1";"Vår";"S";"Studenter";"105";"17";"88"
"1303";"Forsvarets høyskole";"250000";"Forsvarets ingeniørhøgskole";"2019";"1";"Vår";"S";"Studenter";"80";"9";"71"
"1303";"Forsvarets høyskole";"250000";"Forsvarets ingeniørhøgskole";"2019";"3";"Høst";"S";"Studenter";"120";"18";"102"
"1401";"Norsk barnebokinstitutt";"000000";"Norsk barnebokinstitutt (uspesifisert underenhet)";"2019";"3";"Høst";"S";"Studenter";"30";"26";"4"
"1401";"Norsk barnebokinstitutt";"000000";"Norsk barnebokinstitutt (uspesifisert underenhet)";"2019";"1";"Vår";"S";"Studenter";"33";"27";"6"
"1401";"Norsk barnebokinstitutt";"000000";"Norsk barnebokinstitutt (uspesifisert underenhet)";"2020";"1";"Vår";"S";"Studenter";"15";"11";"4"
"1404";"NSKI Høyskole";"000000";"NSKI Høyskole (uspesifisert underenhet)";"2020";"1";"Vår";"S";"Studenter";"128";"75";"53"
"1404";"NSKI Høyskole";"000000";"NSKI Høyskole (uspesifisert underenhet)";"2019";"1";"Vår";"S";"Studenter";"113";"72";"41"
"1404";"NSKI Høyskole";"000000";"NSKI Høyskole (uspesifisert underenhet)";"2019";"3";"Høst";"S";"Studenter";"130";"75";"55"
"1405";"Norsk gestaltinstitutt";"000000";"Norsk gestaltinstitutt (uspesifisert underenhet)";"2019";"3";"Høst";"S";"Studenter";"243";"199";"44"
"1405";"Norsk gestaltinstitutt";"000000";"Norsk gestaltinstitutt (uspesifisert underenhet)";"2019";"1";"Vår";"S";"Studenter";"250";"197";"53"
"1405";"Norsk gestaltinstitutt";"000000";"Norsk gestaltinstitutt (uspesifisert underenhet)";"2020";"1";"Vår";"S";"Studenter";"247";"201";"46"
"1406";"Atlantis medisinske høgskole";"000000";"Atlantis medisinske høgskole (uspesifisert underenhet)";"2020";"1";"Vår";"S";"Studenter";"163";"121";"42"
"1406";"Atlantis medisinske høgskole";"000000";"Atlantis medisinske høgskole (uspesifisert underenhet)";"2019";"1";"Vår";"S";"Studenter";"147";"110";"37"
"1406";"Atlantis medisinske høgskole";"000000";"Atlantis medisinske høgskole (uspesifisert underenhet)";"2019";"3";"Høst";"S";"Studenter";"190";"141";"49"
"1409";"Noroff";"000000";"Noroff (uspesifisert underenhet)";"2020";"3";"Høst";"S";"Studenter";"576";"134";"442"
"1410";"Skrivekunstakademiet";"000000";"Skrivekunstakademiet (uspesifisert underenhet)";"2020";"3";"Høst";"S";"Studenter";"12";"8";"4"
"1410";"Skrivekunstakademiet";"000000";"Skrivekunstakademiet (uspesifisert underenhet)";"2019";"1";"Vår";"S";"Studenter";"12";"6";"6"
"1410";"Skrivekunstakademiet";"000000";"Skrivekunstakademiet (uspesifisert underenhet)";"2019";"3";"Høst";"S";"Studenter";"12";"9";"3"
"1410";"Skrivekunstakademiet";"000000";"Skrivekunstakademiet (uspesifisert underenhet)";"2020";"1";"Vår";"S";"Studenter";"12";"9";"3"
"1411";"Nordland kunst-  og filmfagskole";"000000";"Nordland kunst-  og filmfagskole";"2020";"1";"Vår";"S";"Studenter";"29";"10";"19"
"1411";"Nordland kunst-  og filmfagskole";"000000";"Nordland kunst-  og filmfagskole";"2019";"1";"Vår";"S";"Studenter";"23";"12";"11"
"1411";"Nordland kunst-  og filmfagskole";"000000";"Nordland kunst-  og filmfagskole";"2019";"3";"Høst";"S";"Studenter";"30";"10";"20"
"1412";"Lillehammer Institute of Music Production Industries";"000000";"Lillehammer Institute of Music Production Industries";"2019";"1";"Vår";"S";"Studenter";"49";"22";"27"
"1412";"Lillehammer Institute of Music Production Industries";"000000";"Lillehammer Institute of Music Production Industries";"2019";"3";"Høst";"S";"Studenter";"48";"20";"28"
"1412";"Lillehammer Institute of Music Production Industries";"000000";"Lillehammer Institute of Music Production Industries";"2020";"1";"Vår";"S";"Studenter";"47";"20";"27"
"1413";"Høyskolen for yrkesfag AS";"000000";"Høyskolen for yrkesfag AS (uspesifisert underenhet)";"2020";"1";"Vår";"S";"Studenter";"19";"0";"0"
"1413";"Høyskolen for yrkesfag AS";"000000";"Høyskolen for yrkesfag AS (uspesifisert underenhet)";"2019";"3";"Høst";"S";"Studenter";"21";"0";"0"
"6220";"Kunsthøgskolen i Oslo";"410000";"Kunstakademiet";"2019";"3";"Høst";"S";"Studenter";"104";"62";"42"
"6220";"Kunsthøgskolen i Oslo";"410000";"Kunstakademiet";"2019";"1";"Vår";"S";"Studenter";"109";"67";"42"
"6220";"Kunsthøgskolen i Oslo";"410000";"Kunstakademiet";"2020";"1";"Vår";"S";"Studenter";"103";"62";"41"
"6220";"Kunsthøgskolen i Oslo";"430000";"Teaterhøgskolen";"2020";"1";"Vår";"S";"Studenter";"49";"30";"19"
"6220";"Kunsthøgskolen i Oslo";"430000";"Teaterhøgskolen";"2019";"3";"Høst";"S";"Studenter";"46";"29";"17"
"6220";"Kunsthøgskolen i Oslo";"430000";"Teaterhøgskolen";"2019";"1";"Vår";"S";"Studenter";"42";"22";"20"
"6220";"Kunsthøgskolen i Oslo";"440000";"Dans";"2019";"1";"Vår";"S";"Studenter";"90";"65";"25"
"6220";"Kunsthøgskolen i Oslo";"440000";"Dans";"2020";"1";"Vår";"S";"Studenter";"99";"76";"23"
"6220";"Kunsthøgskolen i Oslo";"440000";"Dans";"2019";"3";"Høst";"S";"Studenter";"90";"68";"22"
"6220";"Kunsthøgskolen i Oslo";"450000";"Operahøgskolen";"2019";"3";"Høst";"S";"Studenter";"21";"12";"9"
"6220";"Kunsthøgskolen i Oslo";"450000";"Operahøgskolen";"2020";"1";"Vår";"S";"Studenter";"23";"13";"10"
"6220";"Kunsthøgskolen i Oslo";"450000";"Operahøgskolen";"2019";"1";"Vår";"S";"Studenter";"23";"14";"9"
"6220";"Kunsthøgskolen i Oslo";"460000";"Kunst og håndverk";"2019";"1";"Vår";"S";"Studenter";"147";"111";"36"
"6220";"Kunsthøgskolen i Oslo";"460000";"Kunst og håndverk";"2020";"1";"Vår";"S";"Studenter";"143";"109";"34"
"6220";"Kunsthøgskolen i Oslo";"460000";"Kunst og håndverk";"2019";"3";"Høst";"S";"Studenter";"147";"110";"37"
"6220";"Kunsthøgskolen i Oslo";"470000";"Design";"2020";"1";"Vår";"S";"Studenter";"160";"108";"52"
"6220";"Kunsthøgskolen i Oslo";"470000";"Design";"2019";"1";"Vår";"S";"Studenter";"152";"107";"45"
"6220";"Kunsthøgskolen i Oslo";"470000";"Design";"2019";"3";"Høst";"S";"Studenter";"163";"111";"52"
"8202";"Lovisenberg diakonale høgskole";"000000";"Lovisenberg diakonale høgskole (uspesifisert underenhet)";"2019";"3";"Høst";"S";"Studenter";"0";"0";"0"
"8202";"Lovisenberg diakonale høgskole";"410000";"Avdeling for sykepleieutdanning";"2019";"3";"Høst";"S";"Studenter";"705";"605";"100"
"8202";"Lovisenberg diakonale høgskole";"410000";"Avdeling for sykepleieutdanning";"2019";"1";"Vår";"S";"Studenter";"689";"606";"83"
"8202";"Lovisenberg diakonale høgskole";"410000";"Avdeling for sykepleieutdanning";"2020";"1";"Vår";"S";"Studenter";"682";"590";"92"
"8202";"Lovisenberg diakonale høgskole";"420000";"Avdeling for videreutdanning";"2020";"1";"Vår";"S";"Studenter";"73";"69";"4"
"8202";"Lovisenberg diakonale høgskole";"420000";"Avdeling for videreutdanning";"2019";"1";"Vår";"S";"Studenter";"69";"0";"0"
"8202";"Lovisenberg diakonale høgskole";"420000";"Avdeling for videreutdanning";"2019";"3";"Høst";"S";"Studenter";"98";"94";"4"
"8202";"Lovisenberg diakonale høgskole";"430000";"Master";"2019";"1";"Vår";"S";"Studenter";"167";"146";"21"
"8202";"Lovisenberg diakonale høgskole";"430000";"Master";"2020";"1";"Vår";"S";"Studenter";"180";"151";"29"
"8202";"Lovisenberg diakonale høgskole";"430000";"Master";"2019";"3";"Høst";"S";"Studenter";"196";"164";"32"
"8208";"VID vitenskapelige høgskole";"000000";"VID vitenskapelige høgskole";"2020";"1";"Vår";"S";"Studenter";"13";"8";"5"
"8208";"VID vitenskapelige høgskole";"440100";"VID Bergen";"2020";"1";"Vår";"S";"Studenter";"755";"690";"65"
"8208";"VID vitenskapelige høgskole";"440100";"VID Bergen";"2019";"3";"Høst";"P";"Personer uten studierett";"0";"0";"0"
"8208";"VID vitenskapelige høgskole";"440100";"VID Bergen";"2019";"1";"Vår";"S";"Studenter";"726";"657";"69"
"8208";"VID vitenskapelige høgskole";"440100";"VID Bergen";"2019";"3";"Høst";"S";"Studenter";"779";"714";"65"
"8208";"VID vitenskapelige høgskole";"440200";"VID Oslo";"2019";"3";"Høst";"S";"Studenter";"1525";"1364";"161"
"8208";"VID vitenskapelige høgskole";"440200";"VID Oslo";"2019";"1";"Vår";"S";"Studenter";"1463";"1299";"164"
"8208";"VID vitenskapelige høgskole";"440200";"VID Oslo";"2020";"1";"Vår";"S";"Studenter";"1489";"1331";"158"
